150,72.2,72.2,150
150,72.2,72.2,150
135,65,72.2,135
135,72.2,72.2,135
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
135,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,135
150,72.2,72.2,150
150,65,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
135,72.2,72.2,150
135,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,135
150,72.2,72.2,135
150,72.2,72.2,150
150,65,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,72.2,72.2,150
150,135,72.2,150
150,135,72.2,150
150,150,72.2,150
150,150,72.2,150
150,135,72.2,150
150,135,72.2,150
150,135,72.2,150
150,150,72.2,150
65,150,72.2,150
72.2,135,72.2,150
72.2,135,72.2,150
65,150,72.2,150
65,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
65,150,72.2,150
65,150,72.2,150
72.2,150,72.2,135
72.2,150,72.2,135
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,135,72.2,150
72.2,135,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
65,150,72.2,150
65,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,72.2,150
72.2,150,65,150
72.2,150,65,150
72.2,150,58.5,150
72.2,150,58.5,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,135,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
72.2,150,65,150
65,150,65,150
