12564.78718,13665.09139,13664.31337,14839.54739,12239.27788,13233.34804,12564.78718,15388.56117
12616.96982,13690.81574,13665.09139,14882.79797,12255.52775,13252.34677,12616.96982,15430.11444
12862.42564,13694.72183,13672.09753,14886.49051,12264.92232,13264.06544,12862.42564,15455.95054
12887.98196,13700.19409,13692.37791,14891.10877,12268.05705,13264.79854,12887.98196,15458.9372
12890.75089,13722.91154,13697.06655,14914.2431,12276.21483,13264.79854,12890.75089,15458.9372
12916.42,13733.11971,13704.88808,14929.08684,12278.09894,13265.53173,12916.42,15454.95525
12924.76709,13734.69154,13711.15174,14930.94438,12279.35533,13275.80485,12924.76709,
12942.8895,13752.79354,13711.15174,14930.94438,12281.86889,13286.82943,12942.8895,
12943.58753,13755.94658,13715.06943,14936.51979,12286.89909,13289.03655,12943.58753,
12943.58753,13759.88992,13715.85324,14940.23904,12289.41574,13297.13558,12943.58753,
12962.46287,13772.52382,13715.85324,14947.68311,12295.71187,13297.87234,12962.46287,
12963.86323,13778.84947,13722.12693,14953.27103,12299.49265,13308.19563,12963.86323,
12965.2639,13783.59752,13722.91154,14960.72809,12302.01446,13322.97102,12965.2639,
12968.76689,13787.55673,13723.69625,14965.39253,12302.64507,13328.15016,12968.76689,
12970.86959,13789.93335,13724.48104,14967.25912,12303.27575,13328.15016,12970.86959,
12974.37561,13789.93335,13729.19169,14972.86169,12304.5373,13337.03807,12974.37561,
12982.09553,13792.31079,13730.76263,14979.40332,12310.21748,13340.00334,12982.09553,
12982.79779,13806.59265,13731.54823,14990.63086,12310.21748,13345.19573,12982.79779,
12983.50014,13808.97583,13733.11971,14991.56724,12314.63903,13345.19573,12983.50014,
12987.01299,13814.5398,13733.90558,14992.50375,12315.27094,13347.42228,12987.01299,
12990.52774,13815.33502,13736.26374,14993.44037,12315.90291,13350.39217,12990.52774,
12991.23092,13817.72123,13737.04997,14995.31396,12321.59359,13352.62045,12991.23092,
12994.0444,13821.70007,13737.83629,14996.25094,12321.59359,13352.62045,12994.0444,
12994.0444,13824.88479,13740.1958,14996.25094,12324.12447,13354.84948,12994.0444,
13001.08342,13827.2743,13742.55612,14997.18803,12325.3903,13356.33591,13001.08342,
13008.13008,13828.86776,13745.70447,14997.18803,12325.3903,13357.82268,13008.13008,
13008.13008,13830.46159,13746.49178,14998.12523,12326.65639,13360.79719,13008.13008,
13010.24557,13831.25865,13747.27918,14998.12523,12327.92275,13365.26146,13010.24557,
13010.24557,13841.6287,13752.0055,15001.87523,12332.35702,13366.75021,13010.24557,
13010.95088,13848.81708,13752.0055,15002.81303,12334.2584,13374.19894,13010.95088,
13024.36642,13860.01386,13753.58166,15003.75094,12336.16037,13374.19894,13024.36642,
13025.78019,13861.61488,13753.58166,15004.68897,12337.42867,13379.418,13025.78019,
13028.60865,13863.21627,13755.15818,15005.62711,12338.06292,13381.65598,13028.60865,
13032.14596,13866.42015,13756.73507,15005.62711,12338.69724,13383.14839,13032.14596,
13032.85365,13869.62552,13758.31231,15011.25844,12339.96607,13383.89471,13032.85365,
13033.56142,13871.22876,13758.31231,15017.83368,12343.77411,13387.6276,13033.56142,
13034.26927,13872.83237,13759.10107,15017.83368,12344.40901,13389.12134,13034.26927,
13042.06065,13875.23848,13759.88992,15018.77347,12345.04398,13392.85714,13042.06065,
13043.47826,13884.06803,13761.46789,15021.59354,12348.85516,13394.35205,13043.47826,
13045.60526,13884.87128,13761.46789,15022.5338,12352.66869,13407.82123,13045.60526,
13047.02365,13885.67461,13763.04622,15024.41467,12359.66629,13412.31698,13047.02365,
13047.02365,13887.28157,13763.83552,15025.35529,12361.5761,13413.06656,13047.02365,
13048.44234,13888.08518,13768.57323,15026.29602,12362.84964,13414.56598,13048.44234,
13052.70028,13888.08518,13769.36317,15028.17783,12363.4865,13417.56583,13052.70028,
13055.54045,13892.90883,13769.36317,15031.94288,12364.12344,13428.07587,13055.54045,
13056.96099,13899.34557,13769.36317,15035.70981,12364.12344,13430.33016,13056.96099,
13064.06837,13900.15059,13774.10468,15037.59399,12367.30908,13431.08176,13064.06837,
13064.06837,13900.95569,13774.10468,15040.42113,12367.94641,13436.34531,13064.06837,
13065.49077,13900.95569,13774.10468,15046.07862,12370.49637,13437.09759,13065.49077,
13066.20209,13903.37157,13777.26751,15046.07862,12371.77174,13440.86022,13066.20209,
13067.62496,13905.78828,13778.05844,15052.6844,12372.40953,13441.61299,13067.62496,
13069.04814,13908.20584,13778.84947,15053.62855,12373.04738,13441.61299,13069.04814,
13070.47163,13908.20584,13780.43179,15054.57283,12373.6853,13452.16075,13070.47163,
13070.47163,13911.43056,13782.01447,15054.57283,12375.59944,13455.93182,13070.47163,
13071.89543,13914.65677,13784.38918,15055.51722,12375.59944,13456.68629,13071.89543,
13084.72359,13917.07741,13789.14105,15063.07663,12377.51418,13457.44084,13084.72359,
13086.15049,13919.4989,13789.93335,15064.96767,12380.06809,13459.70501,13086.15049,
13087.57771,13922.72886,13790.72574,15065.91337,12380.70673,13461.96994,13087.57771,
13089.71912,13923.53658,13791.51822,15066.85919,12381.34544,13466.50208,13089.71912,
13089.71912,13927.5766,13792.31079,15066.85919,12387.73614,13466.50208,13089.71912,
13091.86123,13929.19327,13792.31079,15069.69735,12388.37557,13468.01347,13091.86123,
13093.28969,13933.23658,13793.10345,15071.59005,12390.93397,13468.76929,13093.28969,
13094.71846,13934.04552,13796.27501,15073.48323,12392.21356,13469.5252,13094.71846,
13111.88811,13935.66369,13797.06812,15074.43,12392.21356,13471.79343,13111.88811,
13111.88811,13942.14012,13801.82874,15074.43,12395.4137,13473.30601,13111.88811,
13114.03748,13946.19095,13802.6225,15080.1131,12397.33457,13474.81893,13114.03748,
13114.7541,13946.19095,13804.21028,15082.95626,12398.61549,13480.87401,13114.7541,
13116.90441,13950.24413,13807.38695,15083.90422,12399.89667,13488.45051,13116.90441,
13116.90441,13953.48837,13808.18135,15087.69724,12405.02404,13492.24196,13116.90441,
13118.33834,13955.11106,13809.77041,15088.64579,12408.87234,13493.00051,13118.33834,
13122.64203,13955.92255,13810.56508,15089.59447,12410.15564,13495.27665,13122.64203,
13128.38466,13957.5458,13812.1547,15092.4412,12412.08109,13499.83125,13128.38466,
13136.289,13958.35757,13813.74468,15097.18815,12413.36506,13503.6291,13136.289,
13147.80322,13959.98139,13813.74468,15097.18815,12419.78886,13505.14884,13147.80322,
13155.00987,13959.98139,13816.13033,15097.18815,12419.78886,13506.66892,13155.00987,
13155.00987,13966.48045,13816.13033,15099.08776,12425.57598,13508.18934,13155.00987,
13157.1734,13969.73225,13816.13033,15100.03775,12430.0808,13508.94968,13157.1734,
13159.33765,13977.86838,13817.72123,15101.93808,12431.36849,13510.47062,13159.33765,
13160.05922,13979.49674,13818.51681,15102.88843,12439.74499,13511.23121,13160.05922,
13160.05922,13980.31106,13818.51681,15102.88843,12442.96972,13511.23121,13160.05922,
13166.55695,13981.12548,13820.90412,15107.64195,12445.55072,13518.84189,13166.55695,
13173.78417,13984.3841,13821.70007,15108.59301,12448.13278,13521.12676,13173.78417,
13174.50733,13987.64425,13824.88479,15108.59301,12457.17845,13525.69883,13174.50733,
13177.40076,13990.09035,13825.6812,15110.4955,12468.18017,13527.22354,13177.40076,
13184.6399,13990.09035,13828.07098,15111.44692,12470.77163,13527.98602,13184.6399,
13189.71203,13991.72157,13828.07098,15120.01512,12472.71593,13534.08899,13189.71203,
13191.88699,13994.1691,13830.46159,15121.92048,12479.20133,13540.19746,13191.88699,
13217.31468,13999.06673,13832.85303,15121.92048,12488.29223,13544.01806,13217.31468,
13218.04263,13999.06673,13834.44778,15123.82633,12494.14337,13546.31145,13218.04263,
13222.41199,14011.32582,13834.44778,15125.73265,12500,13553.1963,13222.41199,
13227.51323,14011.32582,13849.61625,15127.63946,12502.60471,13556.25847,13227.51323,
13232.6184,14012.14386,13853.61348,15127.63946,12506.51381,13565.45331,13232.6184,
13235.53742,14014.59854,13855.21302,15132.40858,12514.99192,13573.89288,13235.53742,
13261.86661,14016.23547,13855.21302,15142.91123,12517.60288,13574.66063,13261.86661,
13266.26499,14017.87279,13855.21302,15145.77811,12531.32832,13574.66063,13266.26499,
13269.93255,14020.32948,13858.41321,15148.64609,12533.29156,13585.41832,13269.93255,
13275.80485,14025.24544,13859.21349,15150.55868,12533.29156,13595.42287,13275.80485,
13280.21248,14026.88486,13862.41553,15153.42846,12542.46146,13596.96335,13280.21248,
13284.62305,14028.52467,13862.41553,15154.3853,12566.10294,13597.73371,13284.62305,
13290.50836,14031.80543,13863.21627,15159.1713,12607.02842,13601.58685,13290.50836,
13291.24439,14035.90853,13865.61904,15159.1713,12612.99138,13605.44218,13291.24439,
13293.45297,14036.72944,13866.42015,15161.08655,12616.96982,13606.98492,13293.45297,
13294.18933,14038.37155,13872.83237,15163.00227,12619.62352,13607.75642,13294.18933,
13297.87234,14043.30018,13872.83237,15164.91849,12620.28711,13608.52801,13297.87234,
13307.45772,14053.99075,13874.43635,15171.62905,12624.27016,13616.24872,13307.45772,
13309.6717,14055.6369,13875.23848,15171.62905,12638.8962,13617.79392,13309.6717,
13312.62481,14062.22535,13883.26488,15174.50683,12642.89101,13621.65844,13312.62481,
13320.01332,14071.29456,13888.88889,15175.46633,12654.22335,13632.49077,13320.01332,
13323.71065,14082.02781,13891.30057,15175.46633,12680.29799,13646.4434,13323.71065,
13325.19016,14084.50704,13898.54065,15181.22588,12696.3974,13650.3242,13325.19016,
13326.67,14084.50704,13903.37157,15182.18624,12701.77296,13654.98407,13326.67,
13328.15016,14100.22913,13904.17705,15184.1073,12705.80761,13654.98407,13328.15016,
13350.39217,14103.54352,13906.59404,15185.06802,12712.53774,13675.21368,13350.39217,
13359.30977,14115.98636,13913.04348,15200.45601,12726.69424,13676.77228,13359.30977,
13362.28495,14115.98636,13920.30625,15204.30789,12730.74475,13679.89056,13362.28495,
13383.14839,14116.81666,13921.92123,15207.19807,12747.64965,13679.89056,13383.14839,
13394.35205,14117.64706,13930.00174,15208.16171,12752.39107,13683.79041,13394.35205,
13408.57031,14122.63152,13933.23658,15213.94612,12755.77996,13687.69248,13408.57031,
13416.81574,14130.94677,13942.14012,15214.91061,12762.56315,13696.28488,13416.81574,
13446.88481,14147.6067,13942.9501,15216.83997,12766.63652,13708.01919,13446.88481,
13461.21488,14155.9514,13962.41783,15217.80483,12773.43126,13721.34241,13461.21488,
13504.38893,14156.78641,13964.85512,15217.80483,12815.72062,13735.47759,13504.38893,
13537.14254,14162.63425,13965.66773,15231.32576,12834.91096,13736.26374,13537.14254,
13560.08814,14218.00948,13978.68251,15238.09524,12866.56302,13740.1958,13560.08814,
13563.91997,14240.78799,13983.56931,15241.96621,12872.77408,13755.94658,13563.91997,
13573.12521,14245.01425,13989.27489,15242.93427,12988.41866,13786.76471,13573.12521,
13574.66063,14246.70545,13997.4338,15242.93427,12990.52774,13796.27501,13574.66063,
13580.03735,14255.1675,13999.88333,15251.65226,12998.97092,13809.77041,13580.03735,
13583.88046,14261.94438,14003.96779,15255.53013,13051.28066,13831.25865,13583.88046,
13600.04533,14265.33524,14006.41961,15260.38024,13074.74395,13845.62132,13600.04533,
13617.79392,14267.87944,14039.19275,15265.23343,13096.86221,13909.01188,13617.79392,
13640.2387,14271.27312,14051.52225,15266.20444,13131.97636,13916.27044,13640.2387,
13662.7576,14301.03683,14054.81377,15275.92133,13155.00987,13925.96031,13662.7576,
13682.2302,14311.27013,14059.75395,15278.83881,13164.39032,13957.5458,13682.2302,
13686.13139,14320.66352,14069.64474,15283.70375,13168.00176,13959.98139,13686.13139,
13704.88808,14372.9788,14069.64474,15298.31719,13188.9872,13971.35872,13704.88808,
13718.2052,14382.45341,14074.59536,15303.19454,13197.6904,13985.199,13718.2052,
13720.55797,14383.31535,14088.64103,15312.95859,13226.78424,14008.05463,13720.55797,
13733.90558,14410.95232,14089.46812,15313.93568,13253.81047,14041.65692,13733.90558,
13794.68905,14443.90949,14091.12259,15317.84529,13256.00663,14049.05462,13794.68905,
13816.13033,14467.41817,14092.77745,15358.03417,13286.82943,14058.10684,13816.13033,
13830.46159,14495.3796,14092.77745,15367.86835,13409.31948,14086.16035,13830.46159,
13838.43626,14499.75834,14103.54352,15373.7749,13434.089,14111.00659,13838.43626,
13887.28157,14523.44932,14150.10907,15375.74476,13469.5252,14146.77277,13887.28157,
13894.51746,14541.04817,14153.44695,15381.65737,13553.1963,14203.7048,13894.51746,
